TransactionID,CustomerID,ProductID,Date,Quantity,TotalAmount
2420,632,211,4/9/2025,1,191998.42
2421,509,279,11/17/2023,1,158329.53
2422,649,228,12/16/2024,5,575220.5
2423,596,17,6/7/2025,3,693808.74
2424,431,109,5/6/2024,2,290576.24
2425,796,233,6/23/2025,5,47200.35
2426,391,59,2/17/2024,2,25775.88
2427,481,64,2/10/2025,3,16509.18
2428,476,212,2/7/2025,4,724326
2429,8,192,5/18/2025,2,439359.3
2430,520,146,12/5/2024,3,15814.86
2431,675,136,3/11/2024,3,288587.52
2432,425,124,8/22/2023,1,122649.48
2433,425,17,1/22/2025,1,231269.58
2434,27,79,10/22/2024,3,513783.24
2435,532,163,11/21/2024,3,314991.09
2436,175,293,3/18/2024,4,983565.32
2437,248,285,11/3/2023,4,563155.64
2438,198,202,2/16/2025,1,120927.38
2439,592,220,1/12/2024,2,253278.22
2440,652,200,8/18/2024,2,490803.02
2441,413,163,8/7/2024,5,524985.15
2442,163,224,9/6/2023,2,485102.38
2443,102,65,2/18/2025,5,593936.25
2444,122,296,9/24/2024,4,205592.92
2445,781,134,5/25/2024,5,284766.45
2446,163,166,9/19/2024,2,392595.28
2447,96,48,12/3/2024,1,8751.23
2448,448,6,4/13/2025,5,1043049.9
2449,157,15,7/7/2025,5,187379.2
2450,725,279,1/5/2024,1,158329.53
2451,586,196,8/24/2024,1,68322.36
2452,761,67,12/20/2024,4,801263.08
2453,650,184,6/24/2024,2,437196.08
2454,246,114,11/21/2023,3,104317.89
2455,199,275,9/19/2024,2,402593.62
2456,744,194,6/16/2024,3,138377.76
2457,676,27,1/13/2024,3,518349.54
2458,85,74,4/23/2024,1,206165.55
2459,654,297,1/21/2025,1,8560.44
2460,114,236,11/4/2023,5,797828.8
2461,126,55,3/6/2024,2,293853.24
2462,290,135,12/15/2024,2,156734.04
2463,96,40,9/14/2024,4,741462.92
2464,371,107,12/18/2023,4,295463
2465,104,252,3/27/2025,1,49382.41
2466,424,38,3/11/2024,4,189559.8
2467,641,40,11/25/2023,2,370731.46
2468,704,215,10/5/2024,4,97051.64
2469,322,231,1/16/2024,2,490354.7
2470,185,153,2/28/2024,1,12622.45
2471,183,291,1/4/2024,5,183795.05
2472,33,61,8/7/2025,3,643047.72
2473,356,248,9/2/2024,5,878364.85
2474,615,280,4/8/2024,1,52823.32
2475,163,268,6/13/2024,3,79010.13
2476,125,99,2/29/2024,5,589799.15
2477,31,275,2/5/2025,1,201296.81
2478,531,263,7/25/2025,2,277059.94
2479,222,187,6/1/2025,1,24202.12
2480,223,16,11/28/2023,3,437633.79
2481,142,113,2/16/2025,1,13988.46
2482,746,65,4/10/2025,3,356361.75
2483,281,247,1/12/2024,2,274297.6
2484,95,179,2/9/2024,5,96122.65
2485,668,151,10/9/2024,4,376442.04
2486,764,254,7/20/2025,4,217158.32
2487,525,205,10/16/2024,2,306067.86
2488,257,89,9/5/2023,2,130453.72
2489,704,144,2/24/2024,4,360532.4
2490,106,299,11/8/2024,5,1081389.75
2491,320,85,4/23/2025,2,402909.48
2492,740,250,3/10/2024,4,142168.28
2493,457,217,1/23/2024,5,187946.45
2494,766,140,1/23/2024,3,546282.18
2495,638,56,6/8/2024,5,431950.65
2496,393,220,11/2/2023,2,253278.22
2497,581,181,8/13/2024,3,343378.29
2498,648,33,7/2/2025,4,972551.64
2499,172,18,6/11/2024,5,974982
2500,260,210,2/12/2024,3,10751.61
2501,619,272,5/27/2024,3,687058.83
2502,408,16,11/13/2023,1,145877.93
2503,185,166,1/30/2024,4,785190.56
2504,191,184,6/6/2025,2,437196.08
2505,75,111,6/6/2025,3,376107.3
2506,381,75,1/26/2025,3,438988.65
2507,126,5,12/25/2023,3,152636.58
2508,705,6,2/23/2024,3,625829.94
2509,219,239,4/9/2025,5,1032075.45
2510,330,120,10/27/2024,5,393484.05
2511,68,198,8/15/2025,3,600224.46
2512,617,109,3/22/2025,5,726440.6
2513,223,53,7/3/2024,5,467152.3
2514,285,39,4/29/2024,5,1142007.4
2515,662,216,3/25/2024,4,482965.8
2516,326,164,7/25/2025,2,256280.8
2517,202,26,2/22/2025,4,40704.96
2518,511,24,8/22/2023,3,303126
2519,432,62,11/28/2023,1,169584.96
2520,464,88,5/18/2024,5,820112.2
2521,335,197,2/9/2025,2,345261.32
2522,591,11,6/28/2024,3,344430.66
2523,19,295,2/2/2024,1,172803.42
2524,473,146,5/30/2024,2,10543.24
2525,413,19,12/11/2023,5,1084675.4
2526,541,21,12/21/2023,3,288208.05
2527,661,9,10/22/2023,1,99640.07
2528,482,49,9/11/2023,4,918195
2529,741,155,11/26/2023,3,37603.95
2530,325,178,8/22/2023,4,949547.12
2531,82,285,12/23/2023,3,422366.73
2532,506,25,5/15/2025,4,609437.96
2533,306,233,9/5/2024,4,37760.28
2534,657,63,1/31/2024,3,489213.12
2535,633,53,3/11/2024,1,93430.46
2536,230,25,1/4/2025,1,152359.49
2537,143,54,1/16/2025,3,335408.43
2538,705,224,9/14/2024,2,485102.38
2539,175,46,7/31/2025,2,87694.94
2540,742,189,4/30/2025,5,830035.4
2541,6,27,11/16/2023,3,518349.54
2542,45,57,2/5/2025,1,187365.8
2543,312,39,4/24/2024,3,685204.44
2544,338,195,3/25/2024,3,301087.29
2545,716,88,9/14/2023,2,328044.88
2546,598,236,6/7/2024,1,159565.76
2547,130,164,4/28/2025,2,256280.8
2548,772,300,10/21/2024,4,390108.88
2549,653,229,11/15/2024,1,112300.6
2550,535,271,4/19/2025,2,209913.7
2551,592,245,12/5/2023,4,4192.56
2552,288,165,12/15/2023,4,119499.08
2553,232,48,8/10/2024,3,26253.69
2554,785,152,3/6/2024,1,192926.79
2555,362,286,2/5/2024,2,285748.46
2556,676,106,1/10/2024,1,93234.77
2557,77,254,6/19/2024,1,54289.58
2558,218,7,3/19/2025,2,160555
2559,480,198,1/10/2024,2,400149.64
2560,500,54,7/19/2025,3,335408.43
2561,214,271,1/1/2025,5,524784.25
2562,321,160,12/7/2023,4,302514.24
2563,672,79,2/24/2025,5,856305.4
2564,109,67,4/8/2025,2,400631.54
2565,373,198,3/25/2025,4,800299.28
2566,636,263,8/17/2024,2,277059.94
2567,799,205,7/16/2025,2,306067.86
2568,71,143,10/28/2023,4,344047.36
2569,169,158,2/14/2024,5,594309.45
2570,664,53,11/7/2023,2,186860.92
2571,473,55,9/27/2023,1,146926.62
2572,247,9,3/10/2025,4,398560.28
2573,192,137,2/1/2024,1,76875.72
2574,488,272,12/6/2024,4,916078.44
2575,361,136,11/3/2023,1,96195.84
2576,564,44,12/22/2024,3,303433.77
2577,442,109,9/27/2023,2,290576.24
2578,407,258,8/29/2023,4,124972.76
2579,521,171,1/3/2024,1,40513.21
2580,452,140,10/17/2023,3,546282.18
2581,101,26,12/6/2024,4,40704.96
2582,750,217,11/12/2023,2,75178.58
2583,302,97,8/15/2025,4,840957.4
2584,181,142,8/30/2024,5,1110247.6
2585,623,253,10/18/2024,5,1162944.8
2586,444,56,11/29/2023,1,86390.13
2587,662,128,4/24/2024,1,96137.45
2588,225,59,7/26/2024,1,12887.94
2589,37,295,10/11/2024,3,518410.26
2590,245,34,10/15/2024,5,170145.95
2591,104,142,9/3/2024,2,444099.04
2592,636,208,11/30/2024,4,441806.52
2593,403,52,5/3/2024,2,340906
2594,752,138,1/27/2024,4,824196.16
2595,211,88,12/30/2024,2,328044.88
2596,356,148,8/16/2024,5,265959.8
2597,295,2,9/18/2024,1,243055.14
2598,190,258,9/18/2023,5,156215.95
2599,489,157,11/26/2024,2,62673.94
2600,175,162,12/8/2023,1,155888.05
2601,171,96,2/24/2024,3,381225.18
2602,467,73,1/11/2025,1,75885.2
2603,683,243,7/22/2024,4,716481.68
2604,343,11,11/14/2023,2,229620.44
2605,271,40,6/1/2025,2,370731.46
2606,696,5,11/2/2023,5,254394.3
2607,361,243,3/15/2025,5,895602.1
2608,2,251,3/23/2024,2,54373.8
2609,484,57,7/22/2024,1,187365.8
2610,18,291,2/1/2024,3,110277.03
2611,234,269,11/25/2024,5,758685.55
2612,172,76,2/12/2025,1,128122.67
2613,103,156,9/6/2024,3,313456.5
2614,464,252,3/2/2025,3,148147.23
2615,559,132,7/17/2025,4,192195.56
2616,260,187,12/27/2023,4,96808.48
2617,14,181,3/7/2025,3,343378.29
2618,728,171,9/3/2023,5,202566.05
2619,794,248,7/12/2025,1,175672.97
2620,277,266,10/10/2024,1,173108.52
2621,152,211,8/5/2024,2,383996.84
2622,676,73,7/13/2025,3,227655.6
2623,510,16,4/14/2025,2,291755.86
2624,592,221,3/7/2024,3,639125.55
2625,212,46,4/1/2024,2,87694.94
2626,387,56,4/16/2025,3,259170.39
2627,642,279,2/29/2024,4,633318.12
2628,540,90,1/14/2025,3,304342.26
2629,696,179,7/10/2025,3,57673.59
2630,401,214,3/7/2024,3,390046.11
2631,317,98,11/20/2023,1,45693.4
2632,594,267,3/8/2025,3,548275.26
2633,628,63,10/20/2023,4,652284.16
2634,466,291,12/31/2023,3,110277.03
2635,296,57,10/24/2023,1,187365.8
2636,511,76,5/9/2025,4,512490.68
2637,698,77,4/4/2024,5,702917.75
2638,297,286,4/25/2025,2,285748.46
2639,311,250,1/6/2025,3,106626.21
2640,67,151,4/13/2024,1,94110.51
2641,465,21,9/28/2023,2,192138.7
2642,290,64,11/6/2023,1,5503.06
2643,501,157,11/6/2024,1,31336.97
2644,441,181,8/9/2025,1,114459.43
2645,52,129,7/24/2024,2,267357.52
2646,359,146,8/31/2024,5,26358.1
2647,682,288,6/2/2025,2,143678.06
2648,89,139,12/26/2024,2,474283.22
2649,751,101,9/5/2024,4,763392.4
2650,600,42,10/31/2024,3,387179.37
2651,225,17,3/12/2025,4,925078.32
2652,364,128,10/27/2023,4,384549.8
2653,433,205,11/19/2023,1,153033.93
2654,268,155,2/2/2024,5,62673.25
2655,319,89,5/16/2024,5,326134.3
2656,447,166,6/12/2025,5,981488.2
2657,143,103,6/24/2024,3,491344.32
2658,139,214,12/26/2023,5,650076.85
2659,205,155,8/7/2025,3,37603.95
2660,88,153,8/2/2024,5,63112.25
2661,644,237,9/2/2024,5,704009.9
2662,188,193,3/26/2025,4,373876.92
2663,99,71,4/14/2024,5,1064853.75
2664,453,161,4/4/2025,5,828947.5
2665,702,184,3/13/2025,4,874392.16
2666,363,219,2/28/2025,4,56457
2667,431,211,9/17/2024,4,767993.68
2668,29,287,4/4/2025,1,168723.75
2669,786,216,9/1/2024,1,120741.45
2670,774,72,5/13/2025,5,316868.4
2671,310,125,6/27/2025,5,163933.95
2672,525,192,2/13/2025,2,439359.3
2673,636,279,6/8/2024,5,791647.65
2674,301,28,3/12/2025,4,746258.32
2675,129,207,7/28/2025,1,28677.9
2676,474,266,11/23/2024,4,692434.08
2677,56,44,3/15/2024,1,101144.59
2678,277,55,12/12/2024,3,440779.86
2679,609,50,9/7/2023,3,206572.17
2680,580,247,5/5/2025,3,411446.4
2681,63,63,11/12/2024,5,815355.2
2682,691,262,4/3/2025,1,132825.9
2683,719,105,1/16/2024,5,527039.55
2684,148,288,2/25/2024,4,287356.12
2685,140,115,1/12/2025,2,171992.28
2686,309,160,6/25/2025,1,75628.56
2687,497,103,11/17/2023,1,163781.44
2688,69,1,1/19/2024,2,474581.68
2689,619,62,8/7/2025,5,847924.8
2690,100,127,1/31/2025,2,215083.7
2691,107,243,11/4/2023,1,179120.42
2692,518,228,2/24/2024,4,460176.4
2693,57,63,9/22/2023,3,489213.12
2694,415,248,11/6/2023,2,351345.94
2695,241,280,12/9/2023,3,158469.96
2696,628,225,4/24/2025,5,634894.35
2697,127,222,8/30/2024,2,38357.76
2698,652,12,7/3/2025,2,393488.76
2699,146,124,11/1/2024,2,245298.96
2700,524,280,4/16/2025,2,105646.64
2701,488,246,5/23/2025,3,622668.09
2702,297,52,5/21/2025,5,852265
2703,505,189,9/26/2024,3,498021.24
2704,401,198,8/18/2024,1,200074.82
2705,476,214,11/21/2023,4,520061.48
2706,152,15,12/8/2024,3,112427.52
2707,469,62,1/2/2024,5,847924.8
2708,399,6,10/17/2024,5,1043049.9
2709,311,18,10/17/2023,5,974982
2710,456,22,4/10/2025,3,429659.4
2711,143,240,9/13/2024,4,844628.8
2712,284,5,11/7/2024,2,101757.72
2713,367,257,6/28/2025,5,1158466.6
2714,216,179,9/11/2024,5,96122.65
2715,400,263,4/21/2025,1,138529.97
2716,179,78,1/28/2024,3,457374
2717,672,289,8/5/2025,3,606516.12
2718,471,72,1/20/2025,3,190121.04
2719,781,156,9/28/2023,4,417942
2720,70,248,9/16/2023,4,702691.88
2721,484,93,9/24/2023,5,908870.95
2722,726,260,11/15/2023,5,1195347.45
2723,266,67,2/27/2024,3,600947.31
2724,603,298,5/18/2025,3,78206.28
2725,599,207,5/3/2025,1,28677.9
2726,47,16,7/23/2025,2,291755.86
2727,238,50,2/4/2024,1,68857.39
2728,512,244,12/6/2024,3,74431.62
2729,779,119,7/20/2025,2,166982.1
2730,108,90,6/27/2024,4,405789.68
2731,774,216,7/26/2024,1,120741.45
2732,64,129,6/12/2025,1,133678.76
2733,39,38,10/5/2024,4,189559.8
2734,782,192,7/24/2024,5,1098398.25
2735,647,16,5/22/2025,2,291755.86
2736,329,56,10/12/2023,4,345560.52
2737,387,69,8/31/2024,5,891643.75
2738,570,103,12/24/2023,2,327562.88
2739,259,252,3/25/2025,4,197529.64
2740,696,147,7/21/2024,2,363857.24
2741,207,83,11/12/2024,4,189983.36
2742,542,99,12/4/2023,1,117959.83
2743,597,13,1/24/2025,1,147100.23
2744,209,18,5/27/2024,2,389992.8
2745,6,185,1/25/2025,4,361494.24
2746,582,280,1/22/2024,1,52823.32
2747,349,95,5/20/2025,5,1133391.8
2748,509,98,11/17/2024,2,91386.8
2749,585,243,6/24/2025,5,895602.1
2750,361,183,11/28/2023,5,127011.6
2751,573,71,6/5/2025,1,212970.75
2752,450,219,3/5/2025,4,56457
2753,73,292,5/17/2025,1,50375.65
2754,131,265,4/10/2025,3,693391.59
2755,104,61,7/15/2025,4,857396.96
2756,237,27,5/14/2025,5,863915.9
2757,554,170,6/17/2025,1,176007.47
2758,230,149,6/2/2025,3,442885.08
2759,400,184,3/11/2025,1,218598.04
2760,162,148,4/16/2025,1,53191.96
2761,548,295,4/3/2024,2,345606.84
2762,531,257,9/14/2023,3,695079.96
2763,409,30,2/16/2025,5,423987.95
2764,715,57,3/14/2024,5,936829
2765,483,135,5/4/2025,1,78367.02
2766,34,174,3/25/2025,4,331942.4
2767,268,103,9/24/2024,3,491344.32
2768,784,31,3/14/2025,2,156163.7
2769,210,281,2/7/2024,3,515428.56
2770,776,32,12/19/2024,2,429259.16
2771,506,38,8/18/2025,5,236949.75
2772,625,19,8/4/2024,3,650805.24
2773,73,214,11/22/2023,5,650076.85
2774,758,42,6/27/2025,5,645298.95
2775,491,67,5/24/2025,3,600947.31
2776,741,22,2/10/2024,1,143219.8
2777,37,255,10/22/2023,5,896692.9
2778,231,180,2/18/2024,4,904969.84
2779,490,156,8/2/2025,2,208971
2780,22,29,11/30/2024,1,224309.32
2781,793,101,5/20/2024,5,954240.5
2782,623,195,2/25/2025,1,100362.43
2783,566,247,7/28/2024,1,137148.8
2784,397,194,1/13/2025,2,92251.84
2785,441,219,11/25/2023,5,70571.25
2786,142,60,2/13/2024,4,780270.48
2787,121,189,7/31/2025,3,498021.24
2788,199,176,3/29/2025,4,907066.28
2789,60,122,12/8/2023,2,105481.8
2790,95,6,10/3/2024,2,417219.96
2791,423,275,10/20/2024,5,1006484.05
2792,47,8,10/25/2024,2,44426.7
2793,59,40,12/18/2024,1,185365.73
2794,130,225,12/24/2024,2,253957.74
2795,290,23,2/24/2024,3,29543.04
2796,359,126,10/17/2024,3,475665.42
2797,133,204,10/11/2023,4,612100.52
2798,674,63,4/8/2025,1,163071.04
2799,79,129,12/21/2023,5,668393.8
2800,211,254,8/6/2024,3,162868.74
2801,226,228,4/17/2024,3,345132.3
2802,376,283,8/27/2023,3,378664.23
2803,670,126,4/18/2025,5,792775.7
2804,274,164,11/12/2023,5,640702
2805,516,54,6/6/2024,1,111802.81
2806,355,211,3/29/2025,5,959992.1
2807,498,144,8/14/2024,1,90133.1
2808,209,71,2/14/2024,5,1064853.75
2809,237,157,11/30/2024,5,156684.85
2810,216,63,2/23/2024,3,489213.12
2811,743,73,9/13/2023,1,75885.2
2812,241,226,12/2/2024,4,644030.68
2813,117,11,3/25/2024,4,459240.88
2814,35,139,12/8/2023,3,711424.83
2815,603,197,11/15/2024,3,517891.98
2816,87,31,8/30/2024,3,234245.55
2817,625,197,5/31/2024,4,690522.64
2818,20,196,5/8/2025,4,273289.44
2819,455,23,1/5/2025,2,19695.36
2820,211,195,4/27/2024,2,200724.86
2821,676,221,10/21/2023,5,1065209.25
2822,54,157,5/20/2024,1,31336.97
2823,555,179,8/18/2024,1,19224.53
2824,624,173,5/20/2025,3,516620.64
2825,772,111,7/19/2025,1,125369.1
2826,350,223,5/29/2024,4,321992.56
2827,747,30,8/13/2024,1,84797.59
2828,567,199,11/10/2023,3,86122.83
2829,548,238,8/29/2023,4,950454.4
2830,587,291,12/15/2023,5,183795.05
2831,267,84,3/10/2025,4,765943.44
2832,479,122,12/17/2023,2,105481.8
2833,16,144,12/21/2024,3,270399.3
2834,88,128,4/12/2025,5,480687.25
2835,303,173,10/30/2023,5,861034.4
2836,405,20,6/20/2025,5,1097672.2
2837,281,186,6/7/2025,3,320357.4
2838,676,129,7/7/2024,5,668393.8
2839,13,64,3/28/2025,3,16509.18
2840,583,165,5/12/2025,3,89624.31
2841,184,228,4/26/2024,4,460176.4
2842,18,226,10/5/2024,1,161007.67
2843,478,19,7/28/2024,3,650805.24
2844,492,285,9/3/2024,2,281577.82
2845,419,30,3/10/2025,5,423987.95
2846,82,142,8/27/2024,5,1110247.6
2847,565,161,5/11/2025,1,165789.5
2848,452,93,9/22/2024,3,545322.57
2849,785,142,6/25/2025,3,666148.56
2850,507,66,6/21/2025,2,324038.4
2851,646,90,4/5/2024,2,202894.84
2852,633,26,1/21/2024,2,20352.48
2853,118,20,3/21/2025,2,439068.88
2854,701,260,11/3/2024,4,956277.96
2855,594,163,10/16/2024,1,104997.03
2856,567,117,6/22/2024,1,36234.43
2857,732,133,12/14/2024,3,470575.17
2858,17,181,11/22/2023,5,572297.15
2859,736,23,6/4/2024,5,49238.4
2860,241,180,1/26/2025,1,226242.46
2861,80,260,7/8/2025,4,956277.96
2862,116,262,6/9/2024,1,132825.9
2863,243,105,12/26/2024,3,316223.73
2864,585,191,12/7/2024,4,955178.96
2865,74,219,4/8/2024,3,42342.75
2866,147,13,6/13/2025,3,441300.69
2867,622,185,10/31/2023,3,271120.68
2868,418,192,1/31/2024,4,878718.6
2869,302,16,1/20/2025,2,291755.86
2870,378,23,8/1/2025,3,29543.04
2871,154,14,1/13/2024,1,28573.45
2872,624,109,1/22/2024,3,435864.36
2873,524,261,8/23/2023,5,1204908.8
2874,730,177,11/29/2023,2,334841.94
2875,388,299,11/3/2024,1,216277.95
2876,673,77,3/6/2025,4,562334.2
2877,781,41,12/11/2023,1,216863.65
2878,230,290,6/16/2025,5,135321.9
2879,589,281,1/4/2024,4,687238.08
2880,552,63,11/18/2023,5,815355.2
2881,53,242,3/31/2025,5,750939.05
2882,533,226,1/23/2024,3,483023.01
2883,276,100,4/27/2025,5,907170.35
2884,301,125,7/3/2024,3,98360.37
2885,249,186,7/18/2025,2,213571.6
2886,467,162,4/2/2025,1,155888.05
2887,710,124,3/7/2024,4,490597.92
2888,751,210,3/28/2024,3,10751.61
2889,82,181,5/16/2024,5,572297.15
2890,518,40,4/20/2025,3,556097.19
2891,670,248,8/8/2024,5,878364.85
2892,236,230,9/3/2024,4,448174
2893,236,292,9/23/2023,2,100751.3
2894,551,126,7/16/2024,4,634220.56
2895,691,300,7/16/2024,2,195054.44
2896,621,134,4/16/2024,3,170859.87
2897,350,161,8/10/2025,1,165789.5
2898,84,210,1/27/2024,4,14335.48
2899,518,76,10/23/2023,5,640613.35
2900,507,102,4/17/2025,2,473514.76
2901,465,8,4/13/2025,2,44426.7
2902,124,215,8/2/2024,3,72788.73
2903,784,284,10/28/2023,4,710932.04
2904,761,52,7/3/2024,2,340906
2905,35,221,4/10/2025,1,213041.85
2906,707,86,1/19/2024,1,101322.56
2907,136,264,7/7/2025,5,1048923.1
2908,398,217,11/30/2023,3,112767.87
2909,131,206,9/24/2024,5,605141.85
2910,248,151,10/19/2023,1,94110.51
2911,345,173,6/18/2024,5,861034.4
2912,624,56,12/6/2023,1,86390.13
2913,76,182,12/2/2024,4,265596.76
2914,419,231,8/29/2024,4,980709.4
2915,297,245,7/12/2024,2,2096.28
2916,752,94,2/13/2025,5,858681.85
2917,522,43,9/28/2024,2,33742.86
2918,8,190,10/6/2023,4,330003.52
2919,389,165,7/29/2024,4,119499.08
2920,181,261,11/8/2024,5,1204908.8
2921,287,50,11/27/2023,2,137714.78
2922,305,253,10/17/2023,3,697766.88
2923,50,289,8/25/2024,5,1010860.2
2924,538,297,6/28/2025,5,42802.2
2925,437,147,10/14/2023,3,545785.86
2926,394,164,1/7/2024,2,256280.8
2927,147,22,11/2/2023,2,286439.6
2928,441,266,10/14/2023,3,519325.56
2929,589,161,9/20/2024,1,165789.5
2930,356,146,1/27/2024,2,10543.24
2931,122,148,9/18/2023,3,159575.88
2932,499,225,8/29/2023,2,253957.74
2933,174,148,1/30/2024,3,159575.88
2934,621,55,1/29/2025,2,293853.24
2935,683,143,6/19/2025,2,172023.68
2936,99,106,9/13/2023,5,466173.85
2937,521,87,6/26/2025,1,170348.56
2938,613,21,3/14/2025,5,480346.75
2939,551,100,3/18/2025,1,181434.07
2940,501,14,2/9/2025,3,85720.35
2941,209,145,11/23/2024,5,208192.2
2942,437,228,3/17/2024,5,575220.5
2943,130,233,11/25/2023,3,28320.21
2944,113,62,1/22/2025,4,678339.84
2945,443,253,8/7/2024,3,697766.88
2946,89,71,3/7/2025,3,638912.25
2947,750,60,5/30/2024,3,585202.86
2948,81,114,5/9/2024,1,34772.63
2949,335,81,6/22/2025,5,801641.95
2950,344,142,9/25/2023,4,888198.08
2951,646,263,6/27/2025,1,138529.97
2952,724,162,3/20/2025,1,155888.05
2953,444,52,2/20/2025,5,852265
2954,326,98,8/14/2025,5,228467
2955,677,19,8/31/2024,1,216935.08
2956,252,71,12/13/2024,5,1064853.75
2957,386,113,2/21/2025,2,27976.92
2958,272,241,5/16/2024,2,280515.28
2959,497,96,9/20/2024,4,508300.24
2960,290,68,11/6/2023,2,126942.84
2961,651,46,1/17/2025,5,219237.35
2962,741,110,5/17/2024,1,18268.33
2963,445,35,4/21/2024,4,774482.84
2964,572,107,1/19/2024,2,147731.5
2965,40,215,9/5/2023,3,72788.73
2966,629,195,8/23/2024,5,501812.15
2967,241,179,5/3/2025,4,76898.12
2968,544,93,5/19/2025,3,545322.57
2969,238,150,6/2/2024,4,124915.64
2970,502,201,7/16/2024,5,131882.1
2971,366,279,11/28/2024,4,633318.12
2972,303,50,2/27/2025,2,137714.78
2973,116,148,2/23/2024,4,212767.84
2974,458,167,3/12/2024,2,100124.68
2975,679,218,10/18/2024,1,223069.44
2976,181,238,7/7/2025,3,712840.8
2977,677,59,1/22/2025,3,38663.82
2978,714,204,11/7/2024,2,306050.26
2979,793,248,3/5/2025,4,702691.88
2980,616,211,10/28/2023,2,383996.84
2981,30,149,9/8/2023,3,442885.08
2982,520,111,11/30/2024,4,501476.4
2983,63,288,3/18/2024,3,215517.09
2984,268,163,5/19/2025,4,419988.12
2985,401,227,12/17/2024,4,817469.08
2986,409,134,3/25/2024,1,56953.29
2987,275,249,9/30/2024,2,448541.68
2988,348,24,9/25/2024,3,303126
2989,459,210,12/27/2024,2,7167.74
2990,587,86,8/25/2024,5,506612.8
2991,212,57,7/21/2024,5,936829
2992,626,169,11/15/2023,2,486586.74
2993,620,277,12/17/2023,1,75078.83
2994,740,11,9/26/2023,4,459240.88
2995,93,171,6/25/2024,3,121539.63
2996,786,284,4/11/2024,1,177733.01
2997,671,26,4/12/2024,5,50881.2
2998,216,186,2/9/2025,5,533929
2999,204,81,8/14/2024,5,801641.95
3000,406,118,9/13/2024,3,584537.46
3001,166,192,9/1/2024,3,659038.95
3002,424,111,8/17/2025,5,626845.5
3003,751,128,4/16/2024,1,96137.45
3004,37,11,9/4/2024,5,574051.1
3005,105,257,9/7/2023,4,926773.28
3006,497,22,10/17/2023,2,286439.6
3007,290,155,5/24/2024,1,12534.65
3008,236,127,12/4/2023,1,107541.85
3009,279,64,10/25/2024,4,22012.24
3010,672,206,6/5/2025,2,242056.74
3011,759,139,1/25/2024,1,237141.61
3012,79,38,6/16/2024,5,236949.75
3013,740,213,12/1/2023,1,244484.94
3014,16,278,9/4/2023,5,1076232.65
3015,156,49,2/1/2025,5,1147743.75
3016,401,100,10/13/2023,5,907170.35
3017,320,166,1/14/2025,4,785190.56
3018,525,12,5/28/2025,3,590233.14
3019,281,235,11/7/2023,2,396099.86
3020,103,136,5/31/2025,5,480979.2
3021,483,193,7/26/2024,3,280407.69
3022,440,48,5/29/2024,2,17502.46
3023,417,288,4/11/2025,3,215517.09
3024,495,146,11/16/2024,5,26358.1
3025,519,126,6/8/2024,4,634220.56
3026,18,255,10/7/2023,4,717354.32
3027,382,280,3/21/2024,1,52823.32
3028,464,115,11/7/2023,5,429980.7
3029,26,204,10/5/2024,2,306050.26
3030,458,190,6/5/2024,4,330003.52
3031,577,56,12/7/2023,3,259170.39
3032,341,74,9/13/2024,1,206165.55
3033,98,288,6/13/2025,2,143678.06
3034,213,251,1/28/2025,5,135934.5
3035,256,43,3/30/2024,2,33742.86
3036,413,243,1/10/2024,5,895602.1
3037,741,291,3/15/2025,2,73518.02
3038,61,253,12/24/2024,3,697766.88
3039,422,160,11/13/2023,3,226885.68
3040,155,19,11/12/2024,3,650805.24
3041,706,290,1/2/2024,5,135321.9
3042,417,3,2/18/2025,3,95950.23
3043,707,108,7/14/2025,5,589494.35
3044,501,280,1/17/2025,4,211293.28
3045,321,121,6/29/2024,3,5028.06
3046,473,248,7/6/2025,5,878364.85
3047,569,42,3/14/2025,1,129059.79
3048,436,40,5/26/2024,4,741462.92
3049,131,7,12/24/2023,2,160555
3050,533,63,9/18/2024,2,326142.08
3051,203,225,12/26/2024,1,126978.87
3052,40,218,9/4/2024,4,892277.76
3053,175,269,2/15/2025,4,606948.44
3054,144,281,11/9/2023,4,687238.08
3055,409,5,3/9/2024,3,152636.58
3056,121,223,7/9/2024,3,241494.42
3057,738,139,1/11/2025,5,1185708.05
3058,331,191,9/3/2024,5,1193973.7
3059,666,85,10/5/2023,2,402909.48
3060,298,268,3/26/2024,2,52673.42
3061,629,191,8/27/2024,5,1193973.7
3062,620,129,9/25/2023,4,534715.04
3063,474,108,10/21/2023,3,353696.61
3064,765,70,3/18/2025,2,212479.6
3065,537,243,5/25/2025,1,179120.42
3066,326,214,3/10/2025,2,260030.74
3067,154,241,8/4/2025,1,140257.64
3068,6,160,4/11/2024,2,151257.12
3069,205,49,10/31/2023,5,1147743.75
3070,470,170,12/11/2024,1,176007.47
3071,63,240,9/17/2023,5,1055786
3072,161,35,12/29/2024,3,580862.13
3073,652,287,2/23/2025,2,337447.5
3074,354,8,2/14/2024,2,44426.7
3075,282,146,4/13/2025,4,21086.48
3076,599,157,10/7/2023,3,94010.91
3077,640,207,6/22/2024,3,86033.7
3078,575,278,5/17/2024,2,430493.06
3079,80,79,3/31/2025,1,171261.08
3080,749,111,5/14/2024,3,376107.3
3081,183,135,9/21/2024,5,391835.1
3082,105,65,11/17/2023,5,593936.25
3083,602,197,5/8/2025,3,517891.98
3084,590,142,4/1/2025,5,1110247.6
3085,685,243,11/23/2023,2,358240.84
